"deleted","is_enum","is_list","version_lock","created_at","id","modified_at","enum_description","type"
0,0,0,0,"2024-11-13 13:47:14.925893",1,"2024-11-13 13:47:14.925893",,STRING
0,0,0,0,"2024-11-13 13:47:14.925893",2,"2024-11-13 13:47:14.925893",,NUMBER
0,0,0,0,"2024-11-13 13:47:14.925893",3,"2024-11-13 13:47:14.925893",,BOOLEAN
0,0,0,0,"2024-11-13 13:47:14.925893",4,"2024-11-13 13:47:14.925893",,OBJECT
