Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:7ue44k70ZcYBw7a6tZKu9K,"Que La Detengan - Remix","En Cuerpo Y Alma","David Civera",2002-01-01,267573,39,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T16:58:38Z,"","Universal Music Spain S.L.",0.713,0.957,2,-5.451,1,0.0814,0.0997,0.0066,0.368,0.865,126.978,4
spotify:track:3JhllUTyXy2ceSTzNSErBC,"Días de verano","Pájaros En La Cabeza","Amaral",2005-03-11,208240,60,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T16:59:36Z,"","Parlophone Spain",0.487,0.842,6,-2.509,0,0.0332,0.418,0.00000228,0.101,0.425,139.781,4
spotify:track:2slcgayTIWrnTPfbsIPTAW,"Las niñas de La Saye","Semos unos monstruos","Mojinos Escozios",2004-08-30,183813,45,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T16:59:51Z,"","DRO/EastWest Spain",0.719,0.898,9,-3.114,1,0.0358,0.183,0,0.2,0.974,139.983,4
spotify:track:1pX5XE5hajZQ4lB6HuMVKa,"Felicidad","Vestidos De Domingo (+ Remixes)","La Cabra Mecanica",2001-06-15,254653,59,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:01:21Z,"flamenco,flamenco pop","DRO/EastWest Spain",0.669,0.914,7,-3.314,1,0.184,0.136,0,0.169,0.919,102.002,4
spotify:track:1N1QL28bnJWt7u0dbJHyR0,"Escuela de Calor","Caja de Canciones","Radio Futura",1984,210893,51,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:09:55Z,"rock en español","Ariola",0.695,0.915,2,-5.745,1,0.0335,0.104,0.022,0.0359,0.954,122.038,4
spotify:track:0FJBWXOa9tYcJCxv1YxP9H,"En Blanco Y Negro","Los Singles","Barricada",1995,245533,47,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:10:05Z,"","Universal Music Spain, S.L.",0.537,0.971,2,-4.72,1,0.058,0.0186,0.0507,0.186,0.28,74.969,4
spotify:track:6YksxWWmhFOZjMfh3eRyYk,"Volando Voy","Flamenco es... Camaron","Camaron De La Isla",2010-01-01,204346,0,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:10:11Z,"flamenco,flamenco pop","Universal Music Spain S.L.",0.578,0.691,9,-8.995,1,0.0359,0.714,0.00473,0.127,0.962,127.692,4
spotify:track:5NQw5WJwKRPaaSDHXD04Fs,"Lady Madrid","Aviones","Pereza",2009-08-25,191586,62,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:13:41Z,"","RCA Records Label",0.598,0.655,0,-2.761,1,0.0256,0.359,0,0.0922,0.377,115.041,4
spotify:track:0aIO4vndXigQGEo3hbIkhq,"Me Duele La Cara De Ser Tan Guapo","30 Hombres Solos","Los Inhumanos",1988-08-01,231013,51,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:13:53Z,"rock en español","Zafiro",0.643,0.906,7,-9.439,1,0.0833,0.323,0.00000516,0.163,0.792,196.289,4
spotify:track:6D3YqQ9dUA9LBOLw4CEUj1,"El Toro Guapo","Como un Gigante","El Fary",1984,205653,50,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:17:41Z,"flamenco,flamenco pop","Legacy Recordings",0.61,0.751,7,-5.549,1,0.0735,0.556,0,0.0939,0.556,124.737,4
spotify:track:2IofpcCv3PjgZ5AjX446fi,"Dime Que Me Quieres","Viva Tequila/New Booklet","Tequila",1980-01-04,180800,51,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:18:31Z,"","Zafiro",0.357,0.978,1,-3.552,0,0.0612,0.0276,0.00000151,0.741,0.939,181.955,4
spotify:track:5UOzQpO62ljPFDqquxGDqT,"Como El Agua - Tangos","Como El Agua (Remastered)","Camaron De La Isla;Paco de Lucía;Tomatito",2005-01-01,221080,51,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:18:45Z,"flamenco,flamenco pop,jazz latino","Universal Music Spain S.L.",0.467,0.736,2,-8.612,1,0.131,0.826,0.000155,0.168,0.77,161.653,4
spotify:track:4MXMBfAnTSGwiGvs61l2tg,"1+1 Son 7","10 Años de Musica en la Tele (Vol. 1)","Fran Perea",2012-11-20,178253,0,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:18:51Z,"","Globomedia Musica distributed by Altafonte",0.687,0.906,9,-4.794,1,0.0459,0.201,0,0.204,0.856,136.14,4
spotify:track:1zQOsOu34E3BeQoHxMCwlX,"Libre","El Chaval De La Peca","El Chaval De La Peca",1998-08-10,211173,46,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:19:22Z,"","WM Spain",0.648,0.849,2,-5.493,1,0.0519,0.0244,0,0.379,0.601,112.447,4
spotify:track:7oAQUyAVBliilU9nI24ekg,"No me imagino - Directo 2004","Singles, ineditos y otros puntos","Fran Perea",2006-03-20,196240,3,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:21:29Z,"","DRO/Spain",0.564,0.962,11,-3.202,0,0.058,0.0771,0.0000157,0.267,0.784,91.622,4
spotify:track:44tFyiMJvcPJJyJe5gdOOj,"Mi Corazon - inedito","Singles, ineditos y otros puntos","Fran Perea",2006-03-20,268320,4,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:23:34Z,"","DRO/Spain",0.521,0.687,4,-4.414,0,0.0362,0.12,0,0.0964,0.523,156.519,4
spotify:track:1EC0JRoSi9YL5zExd3Euc3,"No Puedo Vivir Sin Ti","4 Canciones","Los Ronaldos",2007-03-19,254840,5,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:25:27Z,"","Subterfuge Records distributed by Altafonte",0.593,0.804,0,-4.917,1,0.037,0.412,0,0.109,0.596,128.425,4
spotify:track:0snvfum1KpU3X8DdAvV9bo,"La Ultima Carta","El Ser Humano Es Raro","Los Cucas",1999-12-02,292333,42,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:31:50Z,"","Columbia",0.615,0.875,9,-4.922,0,0.0543,0.297,0,0.699,0.891,112.013,4
spotify:track:0vabIwEiZDGml2CyVmGNBX,"Y volar (con los Caligaris)","Ahora o nunca","La Pegatina;Los Caligaris",2018-04-06,189600,58,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:31:58Z,"ska,ska mexicano,rock en español,rock argentino,murga,cuarteto","WM Spain",0.671,0.959,9,-4.271,1,0.135,0.276,0,0.0902,0.791,165.023,4
spotify:track:3JznYTYT2UXwYqhYCqvTSL,"Maquillaje","Mecano","Mecano",1982,152600,0,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:32:31Z,"rock en español,pop latino","Ariola",0.71,0.923,4,-4.986,0,0.0865,0.581,0.0000872,0.109,0.938,118.438,3
spotify:track:29xwXTI483gmpvr6pKSag0,"Opa Yo Viaze Un Corra","Rock Rustico De Lomo Ancho","El Koala",2006,179867,40,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:32:42Z,"","El Koala",0.664,0.724,9,-6.149,1,0.0742,0.0265,0,0.0389,0.831,141.959,4
spotify:track:5COxxqzvyt8LeXn7NedyjW,"Train","The Crossing","Undrop",1998-04-07,203666,0,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:32:55Z,"","Subterfuge Records distributed by Altafonte",0.508,0.778,7,-9.365,1,0.033,0.0179,0,0.158,0.745,103.02,4
spotify:track:5yY2UPVQ9EBKBXh2dGtU6U,"A Mi Manera","10 Años Juntos","Siempre Asi",2001-09-20,214480,46,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:32:59Z,"flamenco,villancicos,flamenco pop","Discos De Arte",0.642,0.852,8,-7.567,1,0.0548,0.0897,0.00000191,0.139,0.557,105.014,4
spotify:track:5Lim5TVohFt68OKUgGJ7Cf,"Besos","Radio la Colifata Presenta: El Canto del Loco","El Canto Del Loco",2009-11-24,213946,38,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:33:07Z,"","Columbia (BMG Spain)",0.273,0.708,10,-5.002,1,0.0616,0.0123,0,0.122,0.778,204.635,4
spotify:track:0Uzf6J45f8K4qaVppjVb6N,"Mi Carro","La Copla, Vol.4","Manolo Escobar",1991-10-14,168600,0,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:33:11Z,"villancicos,flamenco","Divucsa",0.699,0.636,11,-8.321,0,0.047,0.866,0,0.165,0.788,114.355,4
spotify:track:0zn6hQmEp1HUCwyDJwHZrB,"Si no estás","Cosas que nos hacen sentir bien","El Sueño de Morfeo",2009-05-26,180280,53,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:33:20Z,"","WM Spain",0.587,0.73,1,-5.96,0,0.0609,0.0353,0,0.242,0.321,98.033,4
spotify:track:22D8T98R2LL6PEC0LGrmYt,"Let Me Out","Follow The City Lights","Dover",2006-10-02,263093,59,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:33:32Z,"","Parlophone Spain",0.646,0.855,10,-4.001,1,0.0302,0.000516,0.181,0.168,0.406,130.001,4
spotify:track:3yVFfxcUqzckNhQ3ArC4ws,"Salta","En La Boca Del Volcan","Seguridad Social",1997-06-12,152400,39,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:33:37Z,"rock en español","WM Spain",0.614,0.986,11,-2.631,0,0.11,0.133,0,0.261,0.838,172.149,4
spotify:track:2mKS9ECgxNSRQgmQO7CY8x,"Bonito","Bonito","Jarabe De Palo",2003-03-28,254053,0,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:33:41Z,"rock en español,rock latino,música alternativa latina","DRO/EastWest Spain",0.743,0.965,6,-4.83,0,0.0536,0.211,0,0.449,0.741,114.23,4
spotify:track:1zLJEnxuZBgPbwMrDMiZAf,"Sopa fría","Sopa fria","M-Clan",2004-10-18,242760,57,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:33:54Z,"","DRO/Spain",0.61,0.862,4,-3.284,0,0.0283,0.0729,0,0.112,0.805,100.049,4
spotify:track:0GzQB5WXavUEU8tfTCAd8m,"Cuando zarpa el amor","Diez De Corazon","Camela",2004-11-22,212400,64,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:34:23Z,"flamenco,flamenco pop","Parlophone Spain",0.768,0.914,1,-4.134,0,0.0517,0.0855,0.00000522,0.0598,0.698,113.924,4
spotify:track:74anwTmdyvA3f8RUtCQqKD,"Déjame","Los Secretos","Los Secretos",1981-01-15,160000,58,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:34:35Z,"","Universal Music Spain S.L.",0.461,0.801,7,-11.133,1,0.0298,0.00115,0.0000363,0.274,0.963,99.677,4
spotify:track:0eVborSuxUeSg0meWYd9dZ,"Soldadito marinero","Lo mas lejos a tu lado","Fito y Fitipaldis",2004-12-28,254373,71,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:34:57Z,"","DRO/EastWest Spain",0.718,0.431,2,-8.736,1,0.0314,0.132,0.000165,0.0686,0.324,139.618,4
spotify:track:5hyq5k3Do9gW3HGvDg5ZEJ,"La Lola","La Extraordinaria Paradoja Del Sonido Quijano","Café Quijano",1999,197320,69,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:35:03Z,"bolero,rock en español","WM Spain",0.725,0.79,9,-4.393,0,0.102,0.0646,0.00883,0.121,0.867,151.985,4
spotify:track:4mby007RgpSYu5ndxs8Lyt,"Bamboleo / Cantinero de Cuba / Djobí, Djobá / Se Pasaban los Días / Me Va, Me Va / Mi Guitarra / Color Moreno / Ay Peregrina!","Como Siempre. Sevillanas para Bailar","Raya Real",1994,333000,53,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:35:09Z,"villancicos,flamenco,flamenco pop","Antara Music/Pasarela",0.668,0.829,10,-8.287,0,0.165,0.202,0,0.0716,0.964,108.889,4
spotify:track:2Kmosqo7RmbvzziWLoy4gM,"Devil Came to Me","Devil Came to Me","Dover",1997,276360,1,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:35:16Z,"","Subterfuge Records distributed by Altafonte",0.428,0.933,2,-5.793,0,0.0781,0.01,0.000134,0.346,0.609,171.271,4
spotify:track:70f6HTczJo4mjv4YzVGkl8,"Nunca debí enamorarme","Por siempre tú y yo","Camela",2003-03-02,226200,57,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:35:21Z,"flamenco,flamenco pop","WM Spain",0.82,0.957,5,-3.973,1,0.0376,0.0988,0.000043,0.0597,0.878,136.005,4
spotify:track:6shvAFKsshKhvsazuGO404,"La Quiero a Morir","Idas y Vueltas","Muchachito Bombo Infierno",2010-05-04,193584,0,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:36:12Z,"flamenco,flamenco pop,música alternativa latina","El Orfanato Eléctrico",0.815,0.756,6,-9.169,0,0.0642,0.104,0.000685,0.254,0.946,104.994,4
spotify:track:40A11dg6RXzfDrwMrw5sED,"La taberna del Buda","La taberna del Buda","Café Quijano",2001-05-25,226906,61,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:36:36Z,"bolero,rock en español","WM Spain",0.655,0.968,11,-4.93,0,0.045,0.203,0.147,0.0447,0.974,162.153,4
spotify:track:0YxU7V3kuCGwzuWCLiOXgF,"Que la Detengan","15 Aniversario","David Civera",2016-11-18,199750,44,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:37:06Z,"","David Civera",0.75,0.767,2,-4.668,1,0.0352,0.00718,0.0000521,0.132,0.674,125.834,4
spotify:track:3EPd9riN2R8Zjl6GkrxxGl,"El roce de tu cuerpo","Muy Deficiente","Platero Y Tu",1992-06-12,250093,61,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:37:34Z,"","DRO/EastWest Spain",0.457,0.904,7,-4.67,1,0.0659,0.015,0.0000501,0.2,0.237,171.633,4
spotify:track:7MtUIccNVRM3IfJzThvPQn,"La mandanga","El Fary","El Fary",1979,165160,50,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:37:45Z,"flamenco,flamenco pop","WM Spain",0.639,0.935,7,-6.719,1,0.163,0.523,0,0.604,0.951,111.384,4
spotify:track:0HLcI3RpxigxlKDOa92hZg,"Orgullo","La Voz de Mi Silencio","El Barrio",2007-10-15,257744,0,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:38:49Z,"flamenco,flamenco pop","Flamenco Abierto",0.78,0.942,7,-4.819,1,0.0477,0.133,0.00000736,0.108,0.938,108.512,4
spotify:track:4w296Q3imou6XUEDp6vGMb,"Dame vida","Dame vida","Huecco",2011-09-09,231640,44,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:39:03Z,"flamenco pop","WM Spain",0.705,0.78,1,-4.764,1,0.0298,0.174,0,0.168,0.961,101.996,4
spotify:track:4tzi4VV1vCTZsT4SEKQIKJ,"Serenade","Devil Came to Me","Dover",1997,234280,2,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:39:28Z,"","Subterfuge Records distributed by Altafonte",0.524,0.776,5,-6.193,0,0.0404,0.033,0.0000216,0.147,0.301,123.622,4
spotify:track:3gqvoaaF2xQmQ6uCD48PWY,"Ni Más Ni Menos - Remastered 2014","40 + 1 Aniversario 1973-2014","Los Chichos",2014-01-01,210209,42,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:40:00Z,"flamenco,flamenco pop","Universal Music Spain S.L.",0.556,0.924,0,-2.813,0,0.213,0.556,0.00000287,0.208,0.947,99.216,4
spotify:track:4eJikwHYHJ3yMg1tvS1Mom,"Chiquilla","Que No Se Extinga La Llama!","Seguridad Social",1991-06-12,187999,62,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:40:12Z,"rock en español","DRO/EastWest Spain",0.542,0.881,10,-3.559,0,0.142,0.0064,0.000112,0.359,0.765,166.835,4
spotify:track:07IX0Ko6vPyyPa8cl7yjSa,"Perdóname","Perdóname","Dani Mata",2008-01-01,214773,14,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:40:22Z,"","Universal Music Spain S.L.",0.568,0.923,9,-6.03,0,0.0307,0.0307,0.0454,0.0581,0.741,131.968,4
spotify:track:4kJP8Z888wREJ8bRMWNMuk,"La vereda de la puerta de atrás","Yo, Minoría Absoluta","Extremoduro",2002,243320,71,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:40:28Z,"","DRO/EastWest Spain",0.403,0.893,9,-2.735,0,0.0474,0.437,0.000173,0.11,0.527,141.194,4
spotify:track:0CpOanyNd3l3X1Nqkyd6TB,"La primavera trompetera","El Verde Rebelde Vuelve","Los Delinqüentes",2005-02-21,252680,64,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:40:35Z,"flamenco,flamenco pop","Parlophone Spain",0.772,0.81,9,-5.199,1,0.0522,0.269,0,0.64,0.92,114.077,4
spotify:track:7uou7DWqEQSNfxcfipxyIu,"Cuéntame un cuento","Cuentame Un Cuento","Celtas Cortos",1991-04-17,258666,58,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:41:04Z,"rock celta,celta","DRO/EastWest Spain",0.442,0.912,11,-3.756,0,0.0381,0.0426,0.0000015,0.0798,0.752,119.65,4
spotify:track:2zNDRGoRkNEkMhO5fcGTMv,"Sarandonga","Lola Lolita Lola","Lolita",2001-03-26,240133,56,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:41:24Z,"flamenco","WM Spain",0.819,0.942,4,-4.72,1,0.167,0.038,0.000876,0.324,0.94,104.583,4
spotify:track:6Tnnk7MAnZiDx67DJN2hnx,"Mi gran noche","Digan Lo Que Digan: Banda Sonora Original De La Pe","Raphael",1967-12-30,180866,67,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:41:28Z,"villancicos","Parlophone Spain",0.645,0.653,9,-7.183,1,0.0629,0.579,0,0.0726,0.868,138.498,4
spotify:track:7Eb5AYiiGWItBNddlmxvnh,"A quién le importa","No Es Pecado -Remasters","Alaska Y Dinarama",1986,205306,65,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:41:31Z,"rock en español","Parlophone Spain",0.568,0.849,7,-10.472,1,0.0338,0.008,0.000343,0.145,0.809,130.746,4
spotify:track:2es7AohVgF03LwjmQyaVMl,"Torero","Chayanne","Chayanne",1998,218560,66,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:41:31Z,"pop latino","Sony Music Latin",0.701,0.966,8,-3.502,0,0.045,0.0723,0,0.329,0.961,136.026,4
spotify:track:1Wrzhfa5bNlqvsnCztz190,"Devuélveme a mi chica","Hombres G (Edición 30 Aniversario)","Hombres G",1985,194080,82,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:41:33Z,"rock en español,rock latino,rock mexicano","WM Spain",0.594,0.936,9,-4.722,0,0.0944,0.0224,0.000351,0.191,0.39,172.547,4
spotify:track:4UtREbGYnd1nZLckEb5y8J,"Carolina - En directo 2000","Sin Enchufe","M-Clan",2001,263679,66,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:41:38Z,"","DRO/EastWest Spain",0.649,0.9,7,-4.135,1,0.0306,0.146,0,0.694,0.86,123.978,4
spotify:track:02dphTJYUQ9pmdNC52iyOz,"Fiesta Pagana","Finisterra","Mägo de Oz",2000,296751,73,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:41:38Z,"folk metal,rock en español,rock celta,rock mexicano","Locomotive Records",0.434,0.897,11,-4.845,0,0.0695,0.0124,0.0000422,0.0772,0.376,135.54,4
spotify:track:0ATzislS5SvAp69hjHczej,"Solo Se Vive una Vez","Esclava De Tu Piel","Azucar Moreno",1996-05-06,211866,7,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:41:39Z,"flamenco","Epic",0.743,0.971,6,-4.83,1,0.0533,0.046,0.00000974,0.0431,0.978,101.998,4
spotify:track:5OaqffbeQyVVqtnA71Ci7K,"Por la Raja de Tu Falda","Estopa","Estopa",1999-10-18,202826,67,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:41:43Z,"flamenco,flamenco pop","Ariola",0.759,0.722,9,-9.906,0,0.0765,0.323,0,0.719,0.928,97.518,4
spotify:track:6PfQB3xEbIlky1dXOb3Yyh,"Amigos para Siempre","Dulce Veneno","Los Manolos",1992-06-23,264826,54,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:41:43Z,"flamenco,flamenco pop","RCA Records Label",0.705,0.845,1,-10.123,1,0.0445,0.343,0.00000231,0.0634,0.925,117.652,4
spotify:track:61fbKInmWBIJQyUexcogQC,"La Barbacoa","Macumba y Otros Tremendos Exitos","Georgie Dann",2000,256773,41,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:41:48Z,"","Legacy Recordings",0.849,0.822,5,-5.255,1,0.0655,0.0324,0,0.22,0.785,133.031,4
spotify:track:4rFCPjKfgbEeNvs1Ku4nbd,"Yo Quiero Bailar","Yo Quiero Bailar","Sonia Y Selena",2001-01-01,213066,57,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:41:49Z,"","Universal Music Spain S.L.",0.628,0.948,11,-5.982,1,0.0828,0.161,0.000166,0.316,0.909,133.952,4
spotify:track:1tmwswvJnwOIrskyCKVsgv,"Todos los días sale el sol","Todos Los Días Sale El Sol","Bongo Botrako",2010-10-31,146337,61,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:41:51Z,"","Kasba Music",0.589,0.91,2,-3.68,1,0.211,0.0299,0,0.02,0.89,191.928,4
spotify:track:3hlWUNjAlbZ6nOjAbrivBv,"Princesas","Animales","Pereza",2005-04-07,216999,67,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:41:54Z,"","RCA Anxious",0.683,0.846,7,-3.551,1,0.0422,0.0634,0,0.346,0.706,131.884,4
spotify:track:3QncI2MDoSto39bT8SJtKK,"Antes Muerta Que Sencilla","¡No Me Toques Las Palmas Que Me Conozco!","María Isabel",2004-01-01,152506,52,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:41:57Z,"flamenco","Universal Music Spain S.L.",0.76,0.914,0,-5.182,1,0.178,0.0251,0,0.0864,0.963,160.023,4
spotify:track:020Gj87SqDRvzGHELzcCEc,"Cien gaviotas","Canciones","Duncan Dhu",1986-01-17,169773,62,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:42:01Z,"rock en español,rock latino","DRO/EastWest Spain",0.593,0.943,9,-4.503,1,0.0424,0.133,0.0000438,0.0478,0.846,136.027,4
spotify:track:1VB4sadHjFcFklHcZuoROi,"Como Camarón","Estopa","Estopa",1999-10-18,202026,71,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:42:10Z,"flamenco,flamenco pop","Ariola",0.499,0.721,9,-9.615,0,0.0564,0.216,0.00000974,0.295,0.843,140.4,4
spotify:track:3v1dCP3hk2djfWryqfp7sx,"Caminando por la vida","Que El Cielo Espere Sentao..","Melendi",2005,211680,68,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:42:13Z,"flamenco,flamenco pop","Parlophone Spain",0.695,0.958,5,-3.778,1,0.0827,0.0148,0.00000716,0.154,0.711,108.054,4
spotify:track:3yzHIAzk3zVE1WgspS8W21,"Vivir Así Es Morir de Amor","Sentimientos","Camilo Sesto",1978-01-02,210133,67,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:42:21Z,"bolero","Ariola",0.527,0.689,8,-5.684,1,0.0681,0.614,0,0.381,0.691,102.24,4
spotify:track:0qe8ejgap3s39vLXc4K4dU,"Salomé","Chayanne Fan's Pack - Tiempo De Vals/Volver A Nacer/Atado A Tu Amor","Chayanne",1990,253133,56,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:42:29Z,"pop latino","Columbia",0.773,0.813,11,-6.185,0,0.155,0.00335,0.000103,0.0551,0.757,128.004,4
spotify:track:3l8Ennt1PqShViwh0tkWuc,"La Madre de Jose","Estados de Animo","El Canto Del Loco",2003,191346,63,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:42:37Z,"","Ariola",0.629,0.937,1,-2.84,1,0.115,0.293,0,0.0744,0.946,101.022,4
spotify:track:78FJd3BMjDQCA1Hh2QfKqS,"Voy a pasármelo bien","Voy A Pasarmelo Bien","Hombres G",1989,235080,66,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:42:40Z,"rock en español,rock latino,rock mexicano","DRO/EastWest Spain",0.669,0.848,0,-4.688,1,0.044,0.0303,0.0000404,0.0389,0.826,147.947,4
spotify:track:2x3MxkdvKiWvLor7yNeLWB,"All My Loving","Pasión Condal","Los Manolos",1991-06-23,193306,49,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:42:50Z,"flamenco,flamenco pop","RCA Records Label",0.691,0.88,6,-9.687,1,0.0308,0.247,0.0177,0.296,0.961,103.491,4
spotify:track:2bPH3Ph0RHQuugStXcpyRP,"Cuando Tú Vas","Chenoa","Chenoa",2002-01-01,198133,53,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:42:54Z,"","Universal Music Spain S.L.",0.7,0.837,11,-5.555,0,0.217,0.0844,0,0.628,0.665,136.035,4
spotify:track:428cFrawSqeLoyooQjAW9d,"La casa por el tejado","Lo mas lejos a tu lado","Fito y Fitipaldis",2004-12-28,267760,69,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:42:58Z,"","DRO/EastWest Spain",0.734,0.852,7,-5.632,0,0.0483,0.323,0.0000227,0.421,0.89,149.976,4
spotify:track:6aIOfv9A3FZtQjMjyWNiJJ,"Levantando las Manos","Éxitos","El Simbolo",2005,265520,1,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:43:01Z,"merengue","Hit Designers",0.679,0.941,0,-4.988,1,0.0861,0.089,0.00000836,0.0799,0.941,96.584,3
spotify:track:0DjSa6czo5ywsf6iCtZW5A,"Cannabis","El Vals Del Obrero","Ska-P",1996-03-01,265426,60,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:43:06Z,"ska,ska punk,ska mexicano","RCA Records Label",0.563,0.913,7,-2.741,1,0.0543,0.176,0.00000824,0.107,0.952,120.884,4
spotify:track:6mOZfn6CVXsX1Tt0l3thm3,"Sin documentos","¡Hasta luego!","Los Rodriguez",1996-05-21,285093,2,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:43:14Z,"rock latino,rock argentino,rock en español","WM Spain",0.387,0.972,7,-2.84,0,0.101,0.565,0.00000483,0.0921,0.839,192.392,4
spotify:track:3BNy8c9gYaL63nL5DKHFMU,"Cuando Brille el Sol","Cuando Brille el Sol","La Guardia",1990-07-06,224000,56,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:43:18Z,"","Sony Music Entertainment",0.505,0.731,7,-11.379,1,0.0374,0.0326,0.0000414,0.174,0.93,169.79,4
spotify:track:4UjqoyfmarLo3Ub3LE19eC,"El Vals del Obrero","El Vals Del Obrero","Ska-P",1996-03-01,277933,62,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:43:20Z,"ska,ska punk,ska mexicano","RCA Records Label",0.505,0.835,5,-5.524,1,0.0685,0.0418,0.00000112,0.171,0.674,102.097,4
spotify:track:2Ma2f8jV8VKMJoAcnCvZ8h,"Y Yo Sigo Aqui - Spanglish","Paulina","Paulina Rubio",2000-01-01,254773,60,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:43:23Z,"pop latino","Universal Music Mexico",0.774,0.953,0,-7.223,1,0.0502,0.000958,0.00000176,0.287,0.873,126.023,4
